Country	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018
Guinea	1112.0	1112.0	1112.0	1112.0	1112.0	1112.0	1125.4	1138.8	1152.2	1165.6	1179.0	1173.2	1167.4	1161.6	1155.8	1150.0	1178.0	1206.0	1234.0	1262.0	1290.0	1331.0	1394.0	1430.0	1485.0	1516.0	1662.0	1864.0	1878.0
Guinea-Bissau	1205.0	1205.0	1205.0	1205.0	1205.0	1205.0	1172.0	1139.0	1106.0	1073.0	1040.0	1039.8	1039.6	1039.4	1039.2	1039.0	1062.6	1086.2	1109.8	1133.4	1157.0	1235.0	1180.0	1159.0	1203.0	1237.0	1283.0	1293.0	1305.0
Guyana	1838.0	1838.0	1838.0	1838.0	1838.0	1838.0	1915.4	1992.8	2070.2	2147.6	2225.0	2241.2	2257.4	2273.6	2289.8	2306.0	2502.0	2698.0	2894.0	3090.0	3286.0	3543.0	3781.0	3974.0	4154.0	4285.0	4462.0	4583.0	4676.0
Haiti	1288.0	1288.0	1288.0	1288.0	1288.0	1288.0	1307.0	1326.0	1345.0	1364.0	1383.0	1351.8	1320.6	1289.4	1258.2	1227.0	1229.8	1232.6	1235.4	1238.2	1241.0	1301.0	1326.0	1362.0	1388.0	1385.0	1388.0	1386.0	1388.0
Honduras	1742.0	1742.0	1742.0	1742.0	1742.0	1742.0	1755.2	1768.4	1781.6	1794.8	1808.0	1945.2	2082.4	2219.6	2356.8	2494.0	2562.2	2630.4	2698.6	2766.8	2835.0	2699.0	2630.0	2787.0	2884.0	2903.0	3015.0	3127.0	3214.0
Hong Kong	20908.0	20908.0	20908.0	20908.0	20908.0	20908.0	21340.2	21772.4	22204.6	22636.8	23069.0	24321.2	25573.4	26825.6	28077.8	29330.0	30827.6	32325.2	33822.8	35320.4	36818.0	37207.0	37838.0	38849.0	41072.0	41115.0	40384.0	42573.0	43851.0
Hungary	10828.0	10828.0	10828.0	10828.0	10828.0	10828.0	11227.0	11626.0	12025.0	12424.0	12823.0	13700.0	14577.0	15454.0	16331.0	17208.0	17171.0	17134.0	17097.0	17060.0	17023.0	17258.0	17025.0	17778.0	18437.0	18810.0	19436.0	19905.0	21011.0
Iceland	22545.0	22545.0	22545.0	22545.0	22545.0	22545.0	23473.0	24401.0	25329.0	26257.0	27185.0	27981.0	28777.0	29573.0	30369.0	31165.0	30254.6	29344.2	28433.8	27523.4	26613.0	28325.0	29701.0	33579.0	33735.0	35088.0	36950.0	38820.0	39244.0
India	928.0	928.0	928.0	928.0	928.0	928.0	971.8	1015.6	1059.4	1103.2	1147.0	1220.4	1293.8	1367.2	1440.6	1514.0	1567.8	1621.6	1675.4	1729.2	1783.0	1780.0	1772.0	1875.0	2008.0	2159.0	2331.0	2493.0	2625.0
Indonesia	3638.0	3638.0	3638.0	3638.0	3638.0	3638.0	3550.6	3463.2	3375.8	3288.4	3201.0	3322.0	3443.0	3564.0	3685.0	3806.0	4113.4	4420.8	4728.2	5035.6	5343.0	5663.0	5991.0	6153.0	6300.0	6833.0	6997.0	7353.0	7673.0
